RelSpeed,InducedVertBreak,HorzBreak,SpinRate,Tilt,TaggedPitchType
85.21203,19.30218,-13.03138,2232.330703,10.45,Fastball
86.04177,12.99194,-14.11304,2121.78337,10.15,Fastball
81.07629,12.78745,-12.97371,2018.593532,10.15,Fastball
77.89318,5.26469,8.1763,2247.808464,2.15,Cutter
84.01484,15.47426,-15.13532,2247.241134,10.3,Fastball
79.5153,8.83894,-16.31619,1476.953428,9.45,ChangeUp
75.73341,0.46236,4.83571,2080.772165,3.3,Slider
75.32752,3.96303,4.37327,2137.643972,2.0,Slider
86.30531,11.66178,-17.22363,2229.739418,10.0,Fastball
85.70716,17.22115,-11.09091,2079.518533,10.45,Fastball
85.6029,10.26414,-17.54387,2105.888356,10.0,Fastball
85.07527,13.92225,-20.22548,2217.817677,10.0,Fastball
86.49782,17.07387,-12.05812,2100.246395,10.45,Fastball
84.73085,17.4234,-10.93205,2139.476328,10.45,Fastball
85.81611,11.69304,-18.07493,2224.703432,10.0,Fastball
85.96418,11.48383,-16.1417,2083.227825,10.0,Fastball
85.3215,18.63576,-10.42729,2171.429917,11.0,Fastball
79.74775,6.82587,-14.97895,1547.462462,9.45,ChangeUp
84.26682,15.30694,-10.95351,2128.457422,10.45,Fastball
78.29257,6.5876,3.94217,2128.17032,1.15,Cutter
85.92105,15.02253,-16.45111,2058.225187,10.15,Fastball
78.14956,11.44119,-18.71284,1509.295957,10.0,ChangeUp
78.82022,8.19441,-17.08375,1508.903239,9.45,ChangeUp
80.40466,7.03158,-19.12009,1545.513065,9.3,ChangeUp
83.49878,11.20694,-20.54151,2046.993783,9.45,Fastball
74.68932,4.82048,3.65906,2178.769086,1.45,Slider
77.11415,6.97532,11.75032,2176.380436,2.15,Cutter
84.90773,10.82827,-22.35651,2159.350142,9.45,Fastball
83.39243,19.85162,-15.04832,2233.667317,10.45,Fastball
75.84017,1.88358,-0.40268,2219.560216,8.3,Cutter
78.6623,7.34548,4.22587,2273.268955,1.15,Cutter
85.3857,11.19745,-16.97662,2181.062717,10.0,Fastball
74.30359,2.20658,6.17426,2065.096138,2.45,Slider
75.66192,2.26988,5.11335,2129.009829,2.45,Slider
73.52906,5.99677,9.83926,2215.320671,2.15,Slider
74.88456,5.04878,6.57933,2277.703492,2.0,Slider
83.90324,19.64871,-5.36083,1995.517123,11.3,Cutter
89.45027,7.92642,-20.44789,2007.199974,9.3,Fastball
88.45274,10.37217,-13.65485,2006.693866,10.0,Fastball
82.75831,11.27985,-3.63788,1967.362888,11.15,Cutter
74.72097,2.27528,8.90142,2162.750824,2.45,Slider
74.67935,1.49791,6.66118,2270.0295,3.0,Slider
89.07443,7.79414,-15.76666,2016.585919,9.45,Fastball
79.12745,1.41197,-13.44713,1466.941296,9.0,ChangeUp
75.29159,1.45866,11.51327,2216.777583,3.0,Slider
79.23462,2.01358,-13.14536,1573.914644,9.0,ChangeUp
76.996,7.59989,4.1837,2049.856269,1.15,Slider
88.08055,12.19658,-19.8684,2050.808898,10.0,Fastball
76.57437,10.63115,3.32067,2081.485098,12.45,Slider
88.89674,19.10462,-14.9493,2068.146423,10.45,Fastball
80.86212,12.25938,-15.26958,1395.701534,10.15,ChangeUp
88.74048,14.47568,-19.13796,2099.913177,10.15,Fastball
84.63053,17.28355,-10.623,2077.403863,11.0,Fastball
88.71552,14.91304,-17.95284,2089.425857,10.15,Fastball
84.59989,14.76788,-10.71953,1890.293133,10.45,Cutter
79.2961,10.04469,-0.05126,1982.359199,12.0,Slider
89.05076,12.97556,-16.48792,2082.814268,10.15,Fastball
88.5239,13.43576,-11.29032,2091.796699,10.3,Fastball
80.93961,0.45862,-13.12186,1395.127803,8.45,ChangeUp
88.38382,8.92579,-16.97595,2110.08391,9.45,Fastball
83.52261,12.78162,-4.39067,1883.061221,11.15,Cutter
76.99806,7.03685,4.18036,2020.866313,1.15,Slider
85.79287,14.60032,-19.17099,1993.734562,10.15,Fastball
85.97605,10.5413,-16.32698,2001.678818,10.0,Fastball
87.84577,15.42717,-18.31536,2036.971739,10.15,Fastball
87.15527,10.41241,-18.19308,2061.558247,10.0,Fastball
86.96077,14.39178,-16.74863,2147.183403,10.15,Fastball
79.06937,-2.53559,-17.81588,1406.699613,8.3,ChangeUp
87.22279,15.80178,-15.18906,2086.251423,10.3,Fastball
86.17221,18.07127,-15.79091,2094.214887,10.3,Fastball
86.52278,19.89485,-14.03249,2050.448905,10.45,Fastball
85.59553,18.11658,-12.93379,2024.242708,10.45,Fastball
86.37747,19.15088,-14.25422,2056.654009,10.45,Fastball
85.67322,18.03186,-15.03339,2108.498916,10.3,Fastball
86.34592,16.4071,-17.86095,2128.829793,10.15,Fastball
87.76122,11.73631,-17.70832,2060.588219,10.0,Fastball
79.30388,9.08567,-10.82678,1344.694455,10.0,ChangeUp
79.3811,8.15083,-10.63768,1266.87005,10.0,ChangeUp
87.92624,15.06859,-16.89836,2060.503511,10.15,Fastball
88.18693,13.35623,-17.78761,1986.932381,10.15,Fastball
86.19053,13.26312,-16.50548,2048.917525,10.15,Fastball
79.47181,0.93028,-17.69229,1408.24678,9.0,ChangeUp
78.84172,-1.34768,-10.57276,1431.2269,8.3,ChangeUp
87.50511,14.53111,-16.66402,2099.238182,10.15,Fastball
79.32093,3.50677,-8.78705,1207.254531,9.3,ChangeUp
86.77929,12.20284,-18.20639,1979.372305,10.0,Fastball
87.26019,15.0917,-17.69611,2014.420215,10.15,Fastball
77.81564,6.38949,-10.90729,1232.6256,9.45,ChangeUp
79.02187,-4.87024,-7.99469,1366.818336,7.45,ChangeUp
78.80951,6.31622,-10.17087,1337.218123,9.45,ChangeUp
79.2989,-1.94091,-7.28792,1442.890438,8.15,ChangeUp
83.90665,5.69658,-4.92012,2424.485827,10.3,Cutter
84.27266,3.17004,-5.1041,2323.573802,9.45,Cutter
80.05809,-20.85454,0.77685,2656.563579,6.0,Curveball
83.1796,0.87437,-1.75473,2133.99354,8.3,Cutter
91.49913,18.82206,5.07992,2337.106401,12.3,Fastball
83.16025,1.72508,-4.93957,2505.099675,9.15,Cutter
83.67849,0.26091,-2.24823,2461.855909,8.15,Cutter
89.87697,15.89076,1.64579,2141.490991,12.15,Fastball
78.65482,-14.74414,-7.34744,2658.020847,6.45,Curveball
80.36824,-16.2521,-4.54272,2655.248306,6.3,Curveball
80.36283,-19.00635,-4.9378,2643.658154,6.3,Curveball
83.31806,1.28945,-3.90744,2327.743179,9.0,Cutter
91.0437,17.91627,6.96382,2332.400868,12.45,Fastball
84.33184,3.82949,-2.66933,2369.890772,10.3,Cutter
83.85078,19.55989,7.06811,1568.875604,12.45,ChangeUp
84.6954,2.78921,-3.75323,2410.370059,9.45,Cutter
91.02979,18.43745,4.63457,2367.705828,12.3,Fastball
84.35477,3.60772,-4.94433,2366.823051,9.45,Cutter
89.69892,18.0621,5.66697,2061.760923,12.3,Fastball
83.52423,4.56134,-5.00555,2137.882486,10.0,Cutter
79.36154,-13.57225,-13.67367,2561.748475,7.3,Curveball
84.03351,2.21524,-3.97701,2236.459762,9.15,Cutter
87.75744,20.25592,-8.56103,2259.524668,11.15,Fastball
80.99436,13.75288,-15.638,1768.873126,10.15,ChangeUp
80.88545,18.62824,-12.48918,1865.554604,10.45,ChangeUp
88.71993,21.66139,-10.02878,2164.201175,11.0,Fastball
87.36695,21.70804,-7.36445,2181.276881,11.15,Fastball
88.29185,21.24375,-12.63843,2197.397632,11.0,Fastball
79.23208,3.41008,9.72288,2363.722895,2.3,Slider
76.00517,4.04599,9.14473,2294.437628,2.3,Slider
87.2814,21.94615,-13.74083,2124.958382,11.0,Fastball
86.5687,24.20257,-11.46623,2249.348648,11.0,Fastball
78.51685,1.11555,7.21107,2455.188721,3.0,Slider
81.05682,13.70481,-15.52139,1810.481925,10.15,ChangeUp
80.9468,12.77894,-16.81036,1787.059221,10.15,ChangeUp
78.76004,8.06871,6.20465,2425.642255,1.3,Slider
87.37312,18.33174,13.08894,2176.151697,1.15,Fastball
87.02445,19.43639,9.98863,2238.419449,1.0,Fastball
86.80594,19.56788,4.60642,2303.186458,12.3,Fastball
76.92914,8.75032,21.41533,2188.249077,2.3,ChangeUp
88.22305,17.35513,5.28418,2159.445919,12.3,Fastball
75.86208,8.09056,22.25249,2016.63727,2.3,ChangeUp
87.40797,17.78225,8.9089,2270.753689,1.0,Fastball
77.3238,6.01764,18.93725,2077.684783,2.3,ChangeUp
76.08869,8.38087,25.4382,2002.775705,2.3,ChangeUp
88.06415,18.35832,13.28942,2347.312953,1.15,Fastball
76.59447,7.41993,23.47119,2109.69456,2.3,ChangeUp
88.81047,12.78753,16.46733,2374.018875,1.45,Fastball
76.32213,7.22115,23.49824,2129.335106,2.3,ChangeUp
87.61885,21.58769,9.26193,2184.326367,12.45,Fastball
77.36316,6.97063,21.60718,2098.797354,2.3,ChangeUp
76.3026,8.85327,20.21281,2042.966629,2.15,ChangeUp
87.35997,16.03741,12.35595,2242.957522,1.15,Fastball
74.49761,-13.69205,-13.55698,2808.018663,7.3,Curveball
76.58751,11.4526,18.82603,2080.767785,2.0,ChangeUp
74.04823,-13.56162,-19.83765,2751.308845,7.45,Curveball
76.66362,13.08603,20.10985,2109.567492,2.0,ChangeUp
87.96753,21.55678,13.13331,2251.521264,1.0,Fastball
74.77137,-10.70351,-16.16028,2808.986639,7.45,Curveball
76.50342,6.83418,23.26297,2119.022885,2.3,ChangeUp
75.32606,8.02158,20.95379,2034.053588,2.3,ChangeUp
86.08299,12.31804,0.50957,2227.340279,12.0,Cutter
85.4758,11.09182,0.12756,2338.319316,12.0,Cutter
78.81701,2.06276,16.08442,2409.772351,3.0,Slider
80.14635,1.7974,11.26268,2434.591961,3.0,Slider
84.95736,3.24193,6.99138,2310.317329,2.3,Cutter
89.33728,12.82635,-9.46776,2094.900327,10.45,Fastball
77.9696,-0.0487,16.56615,2409.864218,3.15,Slider
78.44591,-7.70685,11.2378,2410.240243,4.15,Slider
91.17051,17.40277,-7.2815,2307.621166,11.15,Fastball
85.00767,7.4678,0.8089,2279.804463,12.15,Cutter
90.66958,17.68584,-16.30576,2302.460879,10.3,Fastball
90.78309,15.46072,-13.25985,2269.309444,10.3,Fastball
86.17355,6.38611,2.13969,2275.097019,12.45,Cutter
84.95633,8.23422,-1.28697,2368.40102,11.45,Cutter
85.365,6.26646,3.32083,2382.589862,1.0,Cutter
86.00429,8.16941,0.11354,2354.955341,12.0,Cutter
79.3729,-0.00441,17.18501,2464.153438,3.15,Slider
90.71053,15.94816,-11.36772,2214.440135,10.45,Fastball
90.2043,18.32399,-11.75024,2210.969046,10.45,Fastball
84.67715,10.66524,4.15362,2224.845008,12.45,Cutter
84.74208,7.29941,5.28197,2354.418354,1.15,Cutter
90.15119,16.48729,-14.15119,2294.13278,10.3,Fastball
90.28746,11.92213,-12.35666,2222.042342,10.15,Fastball
85.73729,12.04296,1.96929,2201.226967,12.15,Cutter
89.43369,17.56324,-12.48107,2205.508696,10.45,Fastball
90.22361,17.66131,-11.26741,2286.445911,10.45,Fastball
90.96798,17.55458,-12.77398,2278.644172,10.45,Fastball
90.81983,19.34942,-14.25347,2416.751898,10.45,Fastball
90.7256,16.0708,-12.93056,2349.578232,10.45,Fastball
91.51768,19.17036,-13.51406,2323.983322,10.45,Fastball
91.13809,17.83788,-13.84611,2306.74881,10.45,Fastball
91.99346,19.57706,-13.88398,2323.528064,10.45,Fastball
91.01885,17.33367,-12.37894,2287.770472,10.45,Fastball
82.70472,10.78371,-16.91245,1653.231227,10.0,ChangeUp
85.06905,12.79387,-11.31268,1550.729331,10.3,ChangeUp
91.4037,21.123,-12.01087,2347.09095,11.0,Fastball
79.50788,-1.60228,4.84945,2406.647161,4.15,Slider
86.62866,9.63245,6.54469,2277.902357,1.15,Cutter
89.74178,15.84584,-17.70552,2279.142473,10.15,Fastball
90.3974,15.38859,-15.77914,2263.863997,10.3,Fastball
90.59102,16.44942,-18.33867,2259.696369,10.15,Fastball
84.06696,12.48591,-14.11253,1519.226792,10.15,ChangeUp
90.44906,15.63296,-20.60119,2403.232978,10.15,Fastball
85.13976,7.6352,7.90922,2269.212651,1.45,Cutter
91.19668,18.16206,-15.34005,2344.272625,10.3,Fastball
77.16817,-6.41729,19.89182,2464.342425,3.45,Slider
90.33579,19.58698,-10.1917,2319.246349,11.0,Fastball
90.91675,14.71887,-15.04839,2254.969288,10.3,Fastball
89.90526,15.48631,-15.25942,2294.913168,10.3,Fastball
92.25623,15.99635,-10.52343,2375.917387,10.45,Fastball
89.33878,16.8245,-14.02308,2282.571339,10.3,Fastball
87.5116,12.6156,1.72492,2190.157865,12.15,Cutter
86.09067,10.73623,2.65988,2323.873009,12.3,Cutter
89.46746,17.49064,-11.27611,2276.846631,10.45,Fastball
91.04935,18.60781,-11.28316,2196.832589,11.0,Fastball
78.96786,3.58311,13.28926,2379.552482,2.45,Slider
88.62494,15.06702,-8.6141,2283.264918,11.0,Fastball
91.32898,15.14835,-10.20359,2333.743118,10.45,Fastball
78.55812,5.80079,10.31119,2328.79001,2.15,Slider
84.46011,2.64827,6.35008,2476.154239,2.3,Cutter
90.47372,16.70312,-10.41319,2276.564554,10.45,Fastball
91.2014,18.20481,-8.70457,2378.960449,11.0,Fastball
84.10747,5.9,6.27335,2257.805288,1.45,Cutter
90.23829,17.61592,-6.80658,2258.884403,11.15,Fastball
89.39109,12.72115,-12.58595,2262.864308,10.3,Fastball
90.32206,16.41603,-12.61666,2270.892763,10.45,Fastball
90.28115,12.35666,-13.66024,2308.374145,10.15,Fastball
91.30737,17.99485,-15.3808,2390.957538,10.3,Fastball
90.32069,19.57076,-10.71812,2261.961529,11.0,Fastball
91.61424,15.74028,-11.88272,2312.446522,10.45,Fastball
90.34156,17.59068,-13.07461,2342.684108,10.45,Fastball
90.36442,16.82056,-7.3226,2198.782091,11.15,Fastball
84.9662,12.22091,2.16748,2293.186475,12.15,Cutter
85.8238,12.81469,-0.42051,2409.352325,12.0,Cutter
90.4998,17.49906,-13.70835,2369.770878,10.45,Fastball
89.11507,17.97788,-10.58516,2399.300345,11.0,Fastball
88.54888,13.04658,-13.51674,2301.827459,10.15,Fastball
87.2474,16.98749,-8.50091,2142.8213,11.0,Fastball
88.21256,16.79706,-9.65304,2298.196603,11.0,Fastball
80.85265,1.06492,8.18091,2373.644095,3.0,Slider
82.09559,3.28429,5.29217,2350.640048,2.15,Slider
79.18578,0.64972,10.51052,2434.788223,3.15,Slider
89.25031,17.85111,-12.47985,2240.942854,10.45,Fastball
89.0346,18.05548,-11.68103,2231.469822,10.45,Fastball
85.18131,7.53874,2.30138,2483.790432,12.45,Cutter
88.55527,17.78906,-10.78859,2318.897232,11.0,Fastball
88.82504,13.7241,-14.39556,2369.720779,10.3,Fastball
82.99365,4.07784,7.03477,2320.201601,2.15,Cutter
84.69647,8.94902,2.67004,2440.017264,12.45,Cutter
77.5114,-8.98276,18.71773,2581.33652,4.0,Slider
83.93931,6.89807,4.97032,2453.606869,1.3,Cutter
89.26361,15.38883,-8.89678,2148.381868,11.0,Fastball
83.40292,3.10831,8.28103,2523.90587,2.3,Cutter
90.1712,18.3884,-12.36442,2379.893411,10.45,Fastball
90.74086,15.28898,-15.69143,2279.609674,10.3,Fastball
92.03795,14.5378,-12.60698,2345.127888,10.3,Fastball
90.90702,16.58103,-10.52934,2373.85205,10.45,Fastball
91.17746,15.9354,-8.99079,2323.436579,11.0,Fastball
85.23115,7.77422,3.40103,2445.0134,1.0,Cutter
91.54234,16.0321,-10.4504,2244.046258,10.45,Fastball
85.02438,5.57091,7.59272,2392.658809,2.0,Cutter
90.74558,16.66324,-12.05528,2211.7801,10.45,Fastball
91.70676,15.18548,-12.51879,2332.258922,10.3,Fastball
90.19521,17.97603,-11.20154,2419.693587,10.45,Fastball
84.56975,3.74012,8.80847,2435.220664,2.3,Cutter
84.05829,3.36016,5.03614,2425.584664,2.15,Cutter
91.58756,19.936,2.85083,2419.179127,12.15,Fastball
85.9123,17.75292,14.46135,1843.968262,1.3,ChangeUp
92.13784,24.11812,4.88429,2423.147747,12.3,Fastball
92.34421,22.29316,3.77307,2432.697074,12.15,Fastball
92.98707,20.79722,5.16819,2454.042988,12.3,Fastball
91.86337,22.59037,5.53386,2456.41469,12.3,Fastball
91.90412,18.65296,0.24484,2478.830945,12.0,Fastball
81.60265,-18.65623,-5.72296,2709.87317,6.3,Curveball
85.4465,2.09543,-7.94245,2422.16726,9.15,Cutter
83.42329,-2.04036,-4.51748,2373.413899,7.45,Cutter
83.59367,-2.55201,-4.88244,2404.852329,7.45,Cutter
92.31794,17.02446,4.05894,2336.811536,12.3,Fastball
85.19192,1.99331,-5.03953,2460.553131,9.15,Cutter
92.70424,21.788,7.02402,2450.621909,12.45,Fastball
91.75959,21.01871,6.6567,2424.386767,12.3,Fastball
91.83324,22.60387,6.78197,2446.981369,12.3,Fastball
92.28614,21.38466,6.78992,2445.397686,12.3,Fastball
81.79417,-14.81139,-5.8113,2646.018612,6.45,Curveball
81.45005,-18.98481,-5.04595,2732.830997,6.3,Curveball
91.28174,21.84009,3.87036,2458.442099,12.15,Fastball
84.38675,5.26666,-2.80709,2388.091205,10.45,Cutter
80.68096,-17.05154,-8.88898,2606.280737,6.45,Curveball
82.55961,-17.15745,-5.06343,2643.058211,6.3,Curveball
81.12397,-23.59694,-4.7515,2666.213774,6.15,Curveball
91.14682,21.37749,7.07792,2401.968836,12.45,Fastball
91.17885,23.44887,5.58744,2452.249493,12.3,Fastball
81.22927,-19.74611,-3.3804,2569.943676,6.15,Curveball
86.67399,18.31064,10.20166,1795.664382,1.0,ChangeUp
91.8183,20.46351,5.19213,2403.174472,12.3,Fastball
81.72852,-18.77725,-4.01323,2679.082583,6.15,Curveball
91.04796,20.03052,5.56174,2350.316956,12.3,Fastball
91.39449,20.91206,8.1391,2404.605399,12.45,Fastball
78.52032,-19.0082,-8.24386,2674.825423,6.45,Curveball
91.29842,19.29178,2.70606,2434.087964,12.15,Fastball
89.51136,17.40741,3.26138,2195.595197,12.3,Fastball
91.07336,19.15651,6.25422,2286.406584,12.45,Fastball
90.94741,22.63659,2.01138,2351.850509,12.15,Fastball
86.27384,11.01142,15.94623,1719.272668,2.0,ChangeUp
90.96164,19.49351,6.71437,2420.007387,12.45,Fastball
91.20754,20.98726,9.51595,2517.034761,12.45,Fastball
90.59137,18.89005,4.97614,2528.522002,12.3,Fastball
89.7471,20.11635,8.28067,2444.913298,12.45,Fastball
90.51777,19.16064,7.83174,2362.250728,12.45,Fastball
89.56178,18.99812,6.35827,2359.592908,12.45,Fastball
79.75264,-17.54706,-11.03485,2731.951121,7.0,Curveball
77.84567,-16.54198,-10.81827,2724.507316,7.0,Curveball
79.42727,-21.18828,-5.02949,2714.416773,6.3,Curveball
90.33229,22.95241,8.17075,2419.490813,12.45,Fastball
81.42436,5.63422,-3.36748,2268.98341,10.45,Cutter
89.90335,22.40816,6.06296,2372.288709,12.3,Fastball
89.24285,23.41816,4.98315,2257.268583,12.3,Fastball
90.24238,19.63958,3.67331,2350.454431,12.3,Fastball
90.27623,21.40773,6.67004,2323.240633,12.3,Fastball
89.97155,19.79084,5.01536,2280.75935,12.3,Fastball
82.17146,-19.23029,-8.42276,2710.69953,6.45,Curveball
80.64642,-20.46903,-6.28115,2635.689288,6.3,Curveball
78.95598,-14.32178,-2.55622,2529.419009,6.15,Curveball
91.68467,15.16548,4.88874,2319.431144,12.45,Fastball
85.33399,12.30016,17.06737,1804.550897,2.0,ChangeUp
91.35952,18.90107,1.71969,2441.865063,12.15,Fastball
79.96642,-18.23729,-1.47421,2594.68699,6.15,Curveball
91.29156,20.90206,2.83992,2347.918653,12.15,Fastball
92.01175,21.08777,1.54063,2472.318837,12.15,Fastball
91.04315,18.55824,4.06795,2464.110189,12.3,Fastball
81.22353,-16.12178,-6.53965,2621.281719,6.45,Curveball
82.98967,5.8637,-3.61303,2361.738732,10.45,Cutter
81.71824,-19.39119,-7.09748,2587.533643,6.3,Curveball
91.74199,21.44387,4.4826,2455.347297,12.3,Fastball
84.95799,9.93969,18.08505,1788.14156,2.15,ChangeUp
90.95474,15.84765,-0.95669,2471.857906,12.0,Fastball
91.08203,14.78702,2.61378,2476.543736,12.15,Fastball
92.12405,20.05592,4.26453,2471.920046,12.3,Fastball
91.92201,19.29497,5.7224,2553.920701,12.3,Fastball
81.32058,-20.95312,-4.93028,2784.148528,6.3,Curveball
91.38341,19.07481,5.23874,2478.636101,12.3,Fastball
91.80652,20.68714,4.19138,2452.211273,12.3,Fastball
91.31786,18.71485,2.70051,2484.052978,12.15,Fastball
84.56567,4.84894,-2.50642,2452.535279,11.0,Cutter
87.18983,22.81029,4.54788,2371.466955,12.3,Fastball
87.24332,18.10281,11.05997,2271.452223,1.0,Fastball
75.80817,4.50878,21.69139,2164.56868,2.45,ChangeUp
86.49593,14.8717,15.04131,2275.654686,1.3,Fastball
76.885,6.95473,22.68442,2082.220412,2.3,ChangeUp
77.54357,10.87599,23.55608,1926.412755,2.15,ChangeUp
76.8114,8.25709,23.92946,2098.506548,2.3,ChangeUp
87.57297,20.71403,8.36182,2246.19605,12.45,Fastball
87.50213,19.51588,12.24394,2227.805712,1.15,Fastball
77.92153,10.16001,22.63958,2148.608892,2.15,ChangeUp
86.90045,20.63682,7.64898,2233.402176,12.45,Fastball
87.38354,20.08773,14.40119,2268.96462,1.15,Fastball
87.75957,17.54316,15.1195,2264.211107,1.3,Fastball
87.17623,17.71343,9.25575,2300.417531,1.0,Fastball
86.94927,19.87285,14.96024,2194.404062,1.15,Fastball
76.29412,8.58571,18.53249,2179.991808,2.15,ChangeUp
75.41099,-15.00666,-16.43757,2791.81652,7.3,Curveball
76.76816,8.80638,21.91253,2036.722057,2.3,ChangeUp
87.60614,16.65505,10.5093,2249.683582,1.15,Fastball
74.50955,-14.53328,-8.75079,2703.90178,7.0,Curveball
87.37477,14.47828,13.75453,2268.424031,1.3,Fastball
76.90735,9.04481,24.63131,2158.63918,2.3,ChangeUp
87.39963,23.33391,9.06465,2279.746347,12.45,Fastball
76.37744,10.04705,21.14489,2231.47549,2.15,ChangeUp
74.72176,-17.03363,-11.27571,2729.121124,7.0,Curveball
77.18462,9.1856,20.42418,2177.221998,2.15,ChangeUp
87.04879,13.04324,10.56682,2060.326639,1.3,Fastball
87.70835,21.30438,12.04894,2242.482272,1.0,Fastball
75.46936,-13.65375,-10.94536,2835.13745,7.15,Curveball
75.91538,9.48091,24.80844,2034.547416,2.3,ChangeUp
76.81406,9.32256,25.22757,2033.298848,2.3,ChangeUp
74.35616,-11.89934,-16.05576,2805.464058,7.45,Curveball
87.48738,21.16568,10.81469,2223.763422,1.0,Fastball
77.08689,10.21753,21.09974,2118.592648,2.15,ChangeUp
87.63325,20.29977,11.96257,2161.264814,1.0,Fastball
87.19757,22.6308,10.49485,2277.783021,1.0,Fastball
87.94469,22.32856,10.30504,2207.282907,12.45,Fastball
87.47099,21.97143,16.41493,2193.305663,1.15,Fastball
76.14893,7.17445,24.19671,2011.345228,2.3,ChangeUp
74.89614,8.3215,23.35769,2018.454183,2.3,ChangeUp
86.55763,22.26733,13.56867,2207.1501,1.0,Fastball
87.13963,19.8071,12.9745,2312.015398,1.15,Fastball
76.12611,9.80965,21.62352,2283.49782,2.15,ChangeUp
73.9693,-10.08193,-15.39513,2761.826034,7.45,Curveball
77.73012,11.89449,20.52292,2131.681201,2.15,ChangeUp
75.18143,-19.59096,-13.9269,2920.877984,7.0,Curveball
86.22542,18.36997,14.41603,2212.59768,1.15,Fastball
76.33919,10.73146,18.19631,2054.470364,2.15,ChangeUp
76.21017,6.70772,20.53477,2082.703245,2.3,ChangeUp
87.08079,18.6969,15.67036,2300.815574,1.3,Fastball
76.8463,11.37737,16.49725,2077.137761,2.0,ChangeUp
87.76446,17.71434,1.42917,2136.121485,12.15,Fastball
75.42699,-11.68182,-9.76123,2776.510519,7.15,Curveball
77.47034,8.85894,19.86702,2136.544895,2.15,ChangeUp
76.92677,10.94319,21.75411,2148.264735,2.15,ChangeUp
88.04236,20.7508,12.63001,2252.635725,1.0,Fastball
76.19414,7.82634,20.63143,2170.748629,2.3,ChangeUp
88.00764,18.7458,6.84524,2174.971121,12.45,Fastball
87.62116,17.03631,13.30788,2213.230788,1.15,Fastball
87.00719,21.39422,3.48252,2138.174257,12.15,Fastball
76.63384,7.31477,19.01225,2171.654047,2.3,ChangeUp
87.31707,20.67415,10.18323,2233.12243,1.0,Fastball
75.89286,8.39937,22.69021,2045.947884,2.3,ChangeUp
86.50304,18.0882,13.96292,2120.185164,1.15,Fastball
86.85707,20.38729,12.18442,2277.597803,1.0,Fastball
87.31749,20.19387,12.32198,2259.130661,1.0,Fastball
74.86248,-13.94013,-12.47469,2841.617254,7.15,Curveball
87.25016,15.86721,12.90339,2197.795489,1.3,Fastball
74.46334,-7.12229,-14.71127,2775.473447,8.0,Curveball
76.15882,9.9441,22.39505,2081.419364,2.15,ChangeUp
78.19293,-7.12725,-6.80319,2812.9973,7.15,Curveball
87.63548,19.82997,6.25831,2223.186436,12.3,Fastball
75.40756,-9.17623,-13.94213,2833.530445,7.45,Curveball
88.00891,20.51332,13.35765,2276.864665,1.15,Fastball
89.00638,19.82714,-10.46465,2276.353964,11.0,Fastball
83.58977,8.80784,0.34134,2277.007763,12.0,Cutter
84.61215,10.12028,4.32079,2390.266828,12.45,Cutter
78.19035,2.07878,7.64107,2474.413308,2.45,Slider
83.88342,12.26851,-1.47492,2344.733036,11.45,Cutter
83.4187,12.93383,-2.10673,2283.628403,11.45,Cutter
89.48058,21.58769,-10.64768,2190.851103,11.0,Fastball
89.17182,19.95812,-7.39453,2272.214611,11.15,Fastball
85.10311,10.22351,3.64839,2263.469003,12.45,Cutter
89.07914,23.77312,-12.21115,2239.388785,11.0,Fastball
84.53607,11.60083,1.92571,2249.056092,12.15,Cutter
84.32545,9.17174,2.79083,2335.101672,12.45,Cutter
89.50088,19.46281,-10.99477,2331.033597,11.0,Fastball
85.58928,9.95323,2.79205,2280.493274,12.3,Cutter
81.79835,12.57221,-16.42462,1858.49614,10.15,ChangeUp
82.26895,6.80197,-19.09162,1794.070244,9.3,ChangeUp
83.67162,10.89678,-18.84422,1959.625099,10.0,ChangeUp
82.75636,15.03702,-15.61036,1952.521798,10.3,ChangeUp
88.02166,19.88733,-8.8528,2123.142524,11.15,Fastball
88.3066,19.17001,-8.78327,2199.38933,11.0,Fastball
86.81459,19.33458,-8.08477,2239.765804,11.15,Fastball
83.98707,11.75371,2.74666,2081.541057,12.3,Cutter
82.49056,7.89985,5.47158,2238.218187,1.15,Cutter
85.03778,11.8252,2.22311,2278.980165,12.3,Cutter
83.44888,9.36815,4.02146,2261.474131,1.0,Cutter
88.21971,20.7408,-6.47233,2149.692256,11.3,Fastball
82.8387,10.81583,-15.47729,1711.169113,10.0,ChangeUp
82.42347,15.03678,-13.73938,1846.191151,10.3,ChangeUp
88.30339,17.76981,-7.95847,2110.719263,11.15,Fastball
88.1323,19.28785,-7.28918,2084.154244,11.15,Fastball
82.63195,10.30977,6.13205,2186.508351,1.15,Cutter
90.76422,21.74044,4.93166,2331.901462,12.3,Fastball
89.74894,16.7795,8.94544,2261.850209,1.0,Fastball
79.22246,-21.30253,-2.57764,2678.390519,6.15,Curveball
79.41611,-20.67493,-3.21851,2760.100236,6.15,Curveball
79.37918,-19.7058,-7.58374,2752.5946,6.45,Curveball
89.86464,15.21139,8.3626,2286.343631,1.0,Fastball
89.96217,16.88123,9.8643,2232.241403,1.0,Fastball
89.35392,19.49422,9.67831,2393.279654,1.0,Fastball
89.87085,18.02808,12.82131,2388.528233,1.15,Fastball
82.6299,7.06768,1.1124,2523.695655,12.15,Slider
85.9987,8.29839,15.54024,1788.998723,2.15,ChangeUp
