RelSpeed,InducedVertBreak,HorzBreak,SpinRate,Tilt,TaggedPitchType
93.10498,13.08524,1.47807,2179.512692,12.15,Fastball
83.97868,-4.1676,-4.33764,1218.980977,7.15,Cutter
86.12344,0.34319,-5.53008,2414.510881,8.45,Cutter
79.24367,-19.5917,-4.57477,2554.216846,6.3,Curveball
83.92951,0.37398,-2.7928,2602.464095,8.3,Cutter
92.82505,13.64548,0.77331,2147.554133,12.0,Fastball
84.27104,-2.23181,-5.89559,2635.712072,8.0,Cutter
81.84674,-16.74261,-7.99189,2725.615616,6.45,Curveball
92.64477,17.92454,6.29461,2568.850215,12.45,Fastball
92.70692,17.72891,7.18115,2510.410556,12.45,Fastball
93.61308,18.36942,7.33741,2481.087439,12.45,Fastball
92.3547,18.07174,2.58709,2547.59429,12.15,Fastball
92.88327,18.47324,6.49418,2494.438151,12.45,Fastball
92.88294,19.19194,5.9578,2425.609664,12.3,Fastball
93.05587,17.09469,6.36646,2549.521765,12.45,Fastball
93.59335,21.15355,8.20654,2494.310519,12.45,Fastball
81.6935,-22.03391,-2.46421,2779.096776,6.15,Curveball
82.2493,-14.77709,-13.36579,2830.749409,7.15,Curveball
93.02235,18.71221,5.52118,2529.89553,12.3,Fastball
92.85472,19.528,4.7078,2513.757778,12.3,Fastball
93.07487,20.22698,3.67189,2390.031222,12.15,Fastball
93.1801,20.83151,3.59544,2414.677867,12.15,Fastball
92.6614,20.61666,4.84331,2506.814065,12.3,Fastball
93.21852,20.28726,6.76792,2531.604482,12.45,Fastball
93.14608,20.68092,7.1191,2454.066483,12.45,Fastball
92.88689,19.05871,8.42796,2358.042496,12.45,Fastball
90.87887,18.08202,6.99284,1876.114067,12.45,Fastball
89.6737,15.58395,10.44453,1875.794761,1.15,Fastball
89.33434,11.02863,12.47331,1806.4522,1.45,Fastball
89.32797,18.32375,5.57158,1991.864414,12.3,Fastball
90.99281,18.33281,2.45394,2020.801724,12.15,Fastball
88.93495,19.08344,7.08422,1805.599559,12.45,Fastball
82.54638,-0.09315,-8.58378,2243.106108,8.45,Cutter
77.24532,-6.95363,-10.46071,2153.011219,7.45,Curveball
80.4763,-4.9304,-4.90504,2133.053126,7.15,Curveball
90.80528,20.67785,11.08875,2035.007077,1.0,Fastball
90.51997,18.57088,5.70382,1926.612979,12.3,Fastball
81.12855,1.55374,-5.41004,1972.272583,9.0,Cutter
91.00969,17.46548,11.27713,1843.6685,1.15,Fastball
91.24568,16.01875,12.60178,1952.674412,1.15,Fastball
90.43848,15.28839,7.40028,1595.170449,1.0,Fastball
89.99279,19.4082,6.63634,1994.540298,12.45,Fastball
88.85063,19.10497,9.75567,1933.404672,1.0,Fastball
82.87297,0.70976,-7.51587,2017.030794,8.45,Cutter
84.09778,3.38792,8.28654,1215.711496,2.3,ChangeUp
83.76278,6.21402,4.00894,1025.593312,1.15,ChangeUp
89.47767,13.55804,16.8495,1938.627835,1.45,Fastball
89.95254,18.9584,5.25776,2018.017731,12.3,Fastball
90.2201,17.48997,8.11552,1882.742884,1.0,Fastball
89.92506,21.07411,8.54123,1738.755469,12.45,Fastball
90.08619,14.47906,7.72012,1788.005465,1.0,Fastball
83.37721,9.49623,10.60859,1215.745037,1.45,ChangeUp
90.14596,21.16521,4.3128,1793.60164,12.3,Fastball
85.1716,4.29819,10.22875,1149.913109,2.3,ChangeUp
89.80445,20.76084,0.90862,1947.095299,12.0,Fastball
90.63329,11.7226,15.8441,1859.602358,2.0,Fastball
90.2401,18.41513,8.95079,2011.007994,1.0,Fastball
91.15367,17.24446,5.5963,1838.376104,12.45,Fastball
81.66615,1.51953,-6.80024,2046.896698,9.0,Cutter
78.96947,-1.2276,-7.20426,2187.171097,8.15,Curveball
82.76646,3.46717,-7.41807,2057.359482,9.3,Cutter
81.72797,3.69508,-4.59492,2083.139187,10.0,Cutter
83.51862,1.59134,-1.81386,2148.505963,9.15,Cutter
82.36261,2.77807,-5.85847,2085.260847,9.3,Cutter
89.14562,21.23352,3.58516,1997.515164,12.15,Fastball
83.25482,1.43461,-7.31867,2194.726719,9.0,Cutter
88.15382,14.94757,9.8813,1903.143727,1.15,Fastball
80.1737,1.15488,-6.52965,2129.211018,8.45,Cutter
89.48501,10.56949,16.0293,1982.559035,2.0,Fastball
89.4138,19.028,6.3765,1992.646205,12.45,Fastball
90.61539,14.38107,8.36796,1799.76101,1.0,Fastball
76.6733,-1.15807,-10.45945,2013.615757,8.3,Curveball
77.25756,-2.15622,-11.66749,2097.870345,8.3,Curveball
89.33452,19.33985,3.90945,1803.646024,12.3,Fastball
89.67163,19.95981,8.65178,1842.35812,12.45,Fastball
89.52665,19.06403,7.26622,1977.297963,12.45,Fastball
89.79974,15.12595,11.32938,1882.81229,1.15,Fastball
89.56294,15.5415,7.37233,1706.927202,1.0,Fastball
81.49233,0.19327,-5.77563,2047.01606,8.3,Cutter
88.82551,18.60816,13.01394,1849.817102,1.15,Fastball
88.7446,18.77544,7.72004,1821.947173,12.45,Fastball
83.14726,8.29937,8.16311,1283.963757,1.45,ChangeUp
88.23441,18.03584,6.06181,1850.547361,12.45,Fastball
88.90942,15.67477,10.48548,1795.859176,1.15,Fastball
87.90392,19.13241,11.96394,1779.978518,1.15,Fastball
87.46298,20.74674,7.97508,1831.724465,12.45,Fastball
90.34256,19.78383,11.47886,1831.480068,1.0,Fastball
82.30207,4.43933,-4.58918,2205.383964,10.15,Cutter
88.02999,16.93414,7.37032,1784.279937,12.45,Fastball
88.63304,20.42336,5.14603,1940.493325,12.3,Fastball
89.13283,12.90201,11.92032,1753.090571,1.3,Fastball
89.12964,17.1991,15.22497,1890.47146,1.3,Fastball
89.04557,13.31772,14.96123,1737.643547,1.45,Fastball
89.7003,16.18832,8.20831,1695.324824,1.0,Fastball
90.53195,16.46076,5.01107,1787.361882,12.3,Fastball
88.7257,16.61796,9.83378,1771.31802,1.0,Fastball
89.32719,13.10666,17.24091,1872.980963,1.45,Fastball
88.52553,15.57493,15.27072,2197.248235,1.3,Fastball
83.57011,11.21666,13.20446,1459.119119,1.45,ChangeUp
83.20388,4.8828,1.85992,2498.120973,1.0,Cutter
83.41857,3.56721,-3.21496,2504.054306,10.0,Cutter
80.21281,-8.7076,0.45969,2373.06454,6.0,Curveball
89.0156,13.80072,16.59958,2196.005235,1.45,Fastball
81.06363,-6.06244,-2.08685,2530.09706,6.3,Curveball
89.41119,23.63883,7.35323,2197.676533,12.3,Fastball
88.96798,13.5667,17.48182,2257.959496,1.45,Fastball
83.85772,3.79512,-6.19126,2487.207182,9.45,Cutter
89.60914,16.7243,14.36855,2397.052383,1.3,Fastball
89.24307,8.80162,23.87092,2208.109575,2.3,Fastball
82.96542,4.67559,-0.31524,2518.931988,11.45,Cutter
82.91429,1.8041,-2.22201,2646.510028,9.3,Cutter
82.71631,-0.85713,-5.6176,2627.530568,8.15,Cutter
88.52996,24.7682,4.74914,2241.254711,12.3,Fastball
79.73078,-5.89689,-7.96839,2496.398302,7.3,Curveball
80.78498,-7.94839,-4.35859,2485.497887,6.45,Curveball
88.6836,18.21395,16.91143,2203.890161,1.3,Fastball
89.10526,19.61686,12.53579,2284.803361,1.15,Fastball
83.73932,1.29776,-2.71551,2620.628244,9.0,Cutter
82.99675,0.46118,-3.64532,2619.630988,8.3,Cutter
82.75962,2.99516,-4.1767,2648.176735,9.45,Cutter
87.51508,26.88891,4.12603,2484.986651,12.15,Fastball
83.73225,3.47146,-2.09992,2623.810772,10.3,Cutter
82.67534,2.64205,-3.66307,2671.638732,9.45,Cutter
88.40737,21.30773,13.89406,2239.059216,1.15,Fastball
78.16971,5.9863,-0.96819,2386.588082,11.3,Cutter
79.65847,-6.40615,-3.6615,2334.954543,6.45,Curveball
82.6656,2.11469,-2.92008,2530.781588,9.3,Cutter
82.50312,-0.92469,-3.53272,2584.960923,8.0,Cutter
83.20633,0.99661,-3.62327,2677.139546,8.45,Cutter
84.15535,0.10811,-2.65142,2848.377538,8.15,Cutter
86.87061,15.57934,16.71725,2123.217163,1.45,Fastball
79.85986,3.89717,15.38509,1099.345822,2.45,ChangeUp
87.34882,14.9732,14.04662,2101.54394,1.3,Fastball
82.88882,3.30209,0.62307,2567.535213,12.3,Cutter
81.88357,1.25634,-1.95201,2538.520207,8.45,Cutter
83.99996,6.85154,-3.61721,2659.570607,10.45,Cutter
86.92786,21.69895,9.51252,2140.734116,12.45,Fastball
88.94229,22.36174,6.0967,2444.525679,12.3,Fastball
84.74685,8.32422,-23.34895,2018.83956,9.3,Fastball
85.03362,5.59878,-23.93202,1985.220024,9.15,Fastball
84.65017,17.8854,-15.27438,1977.452305,10.3,Fastball
79.75987,1.51728,0.59555,2055.49683,4.45,Slider
83.68412,12.31044,-20.34277,1952.391831,10.0,Fastball
83.50164,6.75268,-22.73076,1989.494742,9.3,Fastball
88.58246,23.14407,-11.37335,2277.183443,11.0,Fastball
87.45363,19.92186,-12.19056,2274.466193,11.0,Fastball
89.47231,24.66265,-10.61335,2300.003942,11.15,Fastball
88.74772,21.848,-11.0404,2296.517588,11.0,Fastball
88.15262,22.80497,-6.90256,2223.573185,11.3,Fastball
81.93696,14.68284,-14.45442,1852.982911,10.3,ChangeUp
88.38979,19.33513,-9.268,2271.978247,11.0,Fastball
88.79197,23.23304,-9.00363,2332.844497,11.15,Fastball
89.16585,16.76556,-15.51891,2276.847184,10.3,Fastball
88.23055,19.75643,-11.9015,2168.81041,11.0,Fastball
88.62124,22.21509,-12.24135,2279.429637,11.0,Fastball
88.87833,19.19088,-10.96512,2259.094045,11.0,Fastball
87.64356,21.83911,-9.95296,2226.033512,11.15,Fastball
87.37725,23.22588,-8.79414,2296.293738,11.15,Fastball
81.93411,9.75501,0.50098,2351.954119,12.0,Cutter
81.45428,6.13307,5.37721,2488.766474,1.45,Cutter
89.12918,23.7534,-11.26068,2306.907325,11.0,Fastball
87.37584,20.26021,-10.86855,2304.755283,11.0,Fastball
87.00947,19.19702,-10.8343,2256.975388,11.0,Fastball
87.85832,23.35663,-8.42642,2285.965247,11.15,Fastball
88.93595,20.87529,-7.23363,2237.62811,11.15,Fastball
88.38199,21.4543,-10.81831,2195.347212,11.0,Fastball
88.05882,21.23233,-9.22536,2214.968597,11.15,Fastball
87.21169,21.47163,-11.49473,2234.008535,11.0,Fastball
81.20703,9.00768,-16.17032,1629.35752,9.45,ChangeUp
89.81817,24.75407,-11.66631,2257.282961,11.0,Fastball
80.17658,-20.95962,-4.45859,2710.487142,6.15,Curveball
91.17112,23.63804,3.92953,2377.055936,12.15,Fastball
85.76921,18.76859,9.53599,1701.281531,1.0,ChangeUp
80.33633,-19.82355,-10.22788,2678.43046,6.45,Curveball
91.32607,22.41352,3.30721,2423.404328,12.15,Fastball
80.50124,-23.36072,-15.74572,2621.616307,7.0,Curveball
80.74138,-25.18505,-0.955,2650.581859,6.0,Curveball
80.08257,-15.41091,-8.87906,2692.232209,7.0,Curveball
80.56661,-16.4743,-10.89134,2729.508853,7.0,Curveball
84.87536,2.68843,-4.03229,2416.611167,9.45,Cutter
80.00011,-16.67485,-7.3839,2598.364949,6.45,Curveball
78.9902,-22.74942,-3.69236,2770.790239,6.15,Curveball
91.01629,12.67426,-1.79532,2341.716835,11.45,Fastball
91.16031,17.28162,2.57165,2347.950723,12.15,Fastball
82.33286,-6.2741,-0.81878,2399.715215,6.15,Curveball
79.804,-15.91639,-4.85654,2751.583368,6.3,Curveball
83.33783,-0.92886,-3.72036,2488.599077,8.0,Cutter
79.80234,-20.91474,-0.47862,2612.127749,6.0,Curveball
82.09328,-1.00602,-3.3791,2480.949471,7.45,Cutter
79.7962,-19.41147,-0.20224,2571.265226,6.0,Curveball
84.98745,2.46933,-1.54536,2460.394485,10.15,Cutter
88.77278,18.20867,11.50296,2140.827293,1.15,Fastball
88.26623,18.26088,12.02418,2082.914236,1.15,Fastball
75.94469,-15.68643,-17.15918,2945.20248,7.3,Curveball
77.69862,10.69894,18.43399,2157.225892,2.15,ChangeUp
77.30879,11.11442,20.05194,2205.517112,2.15,ChangeUp
88.49167,22.67143,9.79056,2295.872068,12.45,Fastball
76.96497,11.01434,19.74099,2176.205919,2.15,ChangeUp
76.86119,11.90351,20.63304,2147.172682,2.15,ChangeUp
77.51658,6.18937,21.31596,2145.601119,2.3,ChangeUp
88.26361,19.44159,12.49611,2275.13092,1.15,Fastball
88.52765,15.41627,10.07193,2273.711316,1.15,Fastball
76.76401,13.22564,20.14222,2128.02239,2.0,ChangeUp
77.43824,11.58343,21.38348,2125.212487,2.15,ChangeUp
76.04757,7.17622,22.60722,2097.587369,2.3,ChangeUp
77.90841,8.79658,21.81044,2116.896783,2.3,ChangeUp
77.11982,11.53784,21.69324,2186.06635,2.15,ChangeUp
76.542,7.2763,22.93777,2136.509575,2.3,ChangeUp
76.21627,10.45123,24.8684,2257.944238,2.3,ChangeUp
88.64162,19.96391,12.87831,2262.290664,1.15,Fastball
76.60303,9.20441,21.04025,2142.353642,2.15,ChangeUp
77.38117,13.3306,19.59355,2132.82467,2.0,ChangeUp
75.84964,8.35414,21.54592,2100.772222,2.3,ChangeUp
73.44466,-19.42359,-14.13804,2887.133632,7.0,Curveball
86.8576,16.12414,17.44615,2263.540687,1.45,Fastball
76.25983,9.51032,23.26438,2197.154467,2.3,ChangeUp
87.83477,18.05387,13.62808,2330.418724,1.15,Fastball
87.06771,17.26214,13.50308,2249.533609,1.15,Fastball
87.46575,16.25276,13.02599,2327.689488,1.15,Fastball
75.94069,-17.61836,-11.60351,2842.499816,7.0,Curveball
87.66005,17.46832,14.83343,2387.538035,1.3,Fastball
74.96861,-14.11056,-13.22741,2844.338411,7.15,Curveball
87.53544,22.03663,9.03083,2316.590163,12.45,Fastball
75.66069,11.13438,23.07025,2151.638102,2.15,ChangeUp
86.79302,21.42513,14.87241,2331.095334,1.15,Fastball
74.85775,8.17083,21.90218,2103.261576,2.3,ChangeUp
87.4245,18.3156,11.44627,2375.054382,1.15,Fastball
74.76173,4.14162,24.06249,2157.870127,2.45,ChangeUp
75.74407,10.25461,21.61824,2120.225796,2.15,ChangeUp
87.72463,16.52143,11.04241,2168.669602,1.15,Fastball
87.9691,19.3558,9.90977,2181.400481,1.0,Fastball
75.85849,6.93752,25.72415,2075.005974,2.45,ChangeUp
76.993,7.44878,22.96072,2233.177592,2.3,ChangeUp
75.0925,-12.41788,-19.1734,2852.243753,7.45,Curveball
76.31872,10.46705,21.79789,2069.309707,2.15,ChangeUp
87.60382,20.03273,11.28249,2285.822666,1.0,Fastball
75.23377,-12.15879,-11.83438,2842.844304,7.15,Curveball
77.0545,11.87469,23.34797,2176.304305,2.15,ChangeUp
76.21272,11.88697,21.60887,2222.393261,2.15,ChangeUp
88.48465,23.50974,13.06146,2298.089151,1.0,Fastball
76.03076,-7.50111,-14.45898,2812.878572,8.0,Curveball
88.14454,21.11277,8.69508,2289.286981,12.45,Fastball
74.90726,9.9206,22.99934,2007.782091,2.15,ChangeUp
74.95113,7.56441,20.94131,1900.033479,2.3,ChangeUp
86.875,19.62584,12.08615,2308.168678,1.0,Fastball
74.95737,11.6756,20.4134,1955.155623,2.15,ChangeUp
86.59675,23.64163,16.40584,2295.31745,1.15,Fastball
76.48716,12.95591,22.37021,2027.063596,2.0,ChangeUp
86.42204,19.64332,14.1128,2291.037949,1.15,Fastball
86.84336,21.17123,13.66587,2302.126442,1.15,Fastball
75.63758,10.52678,24.74151,2052.347736,2.15,ChangeUp
76.94126,10.89473,20.61458,2169.752683,2.15,ChangeUp
88.10376,24.44344,11.98568,2361.289796,1.0,Fastball
74.52111,8.34008,20.55903,2070.88097,2.3,ChangeUp
86.63927,17.54843,15.6882,2278.997206,1.3,Fastball
74.9368,-9.22406,-14.08749,2847.847528,7.45,Curveball
87.54827,18.32229,12.68887,2291.093805,1.15,Fastball
87.17011,18.33253,10.6813,2239.000649,1.0,Fastball
86.74267,18.29741,12.22154,2271.636394,1.15,Fastball
86.89565,17.36631,10.82001,2225.015651,1.15,Fastball
86.1602,20.16741,11.40355,2213.665938,1.0,Fastball
86.73024,18.40162,6.7778,2359.68366,12.45,Fastball
75.8854,13.89107,21.15714,2080.364995,2.0,ChangeUp
75.69286,9.66756,19.26347,2099.581001,2.15,ChangeUp
86.44966,26.95616,11.07241,2248.409159,12.45,Fastball
73.63431,-14.68387,-13.88292,2824.280585,7.15,Curveball
86.89236,17.50627,14.02485,2262.809102,1.15,Fastball
86.87509,20.30726,12.44658,2255.844407,1.0,Fastball
86.33614,18.88513,13.98473,2320.82831,1.15,Fastball
75.57853,-10.63882,-17.39273,2851.55083,7.45,Curveball
86.20796,18.49867,11.58564,2238.526189,1.15,Fastball
75.64146,8.51241,25.59773,2025.397805,2.3,ChangeUp
86.51531,14.97769,11.54709,2151.062273,1.15,Fastball
86.68287,17.55694,7.88508,2326.112495,12.45,Fastball
76.43298,10.77552,22.13517,2189.82359,2.15,ChangeUp
76.63907,10.1341,23.13923,2303.204212,2.15,ChangeUp
74.86781,5.5374,23.33076,2077.95737,2.45,ChangeUp
75.14907,9.7389,22.94706,2053.768731,2.15,ChangeUp
75.90658,12.16879,24.75304,2126.414365,2.15,ChangeUp
85.23525,19.29714,17.77564,2344.336318,1.3,Fastball
86.16745,22.57812,14.988,2335.412703,1.15,Fastball
86.63113,21.63052,12.76355,2401.579142,1.0,Fastball
75.89782,13.38761,23.01757,2109.173014,2.0,ChangeUp
85.85074,20.50954,9.65103,2227.28071,1.0,Fastball
86.23165,20.84997,10.14894,2358.76469,1.0,Fastball
85.77872,22.17387,10.99485,2209.673725,1.0,Fastball
86.49758,22.88513,10.41457,2361.862372,12.45,Fastball
75.00237,9.49756,20.64446,2051.309782,2.15,ChangeUp
76.86164,7.71469,23.59052,2054.419864,2.3,ChangeUp
87.48221,23.80962,10.14174,2335.494492,12.45,Fastball
79.19468,-21.25722,-6.36634,2774.270314,6.3,Curveball
80.386,-18.71477,-6.34583,2666.611548,6.3,Curveball
91.84554,19.19981,10.59493,2313.802474,1.0,Fastball
85.32844,14.12202,11.21694,1801.429351,1.15,ChangeUp
91.11072,22.12186,6.15595,2373.719673,12.3,Fastball
81.76072,-22.46462,-7.08894,2789.577212,6.3,Curveball
91.67204,20.44859,4.95374,2578.502255,12.3,Fastball
89.69459,18.77253,5.363,2345.2276,12.3,Fastball
78.98604,-22.33521,-5.16902,2802.329164,6.3,Curveball
91.09905,19.96162,4.84162,2408.07718,12.3,Fastball
90.61155,21.57155,3.71563,2469.360983,12.15,Fastball
91.48199,21.97281,6.94422,2420.380096,12.3,Fastball
91.1381,22.25167,8.60347,2375.887055,12.45,Fastball
91.68351,23.31068,4.82599,2408.929668,12.3,Fastball
79.28512,-19.45973,-8.92752,2717.236793,6.45,Curveball
81.0821,-20.81509,-6.35847,2696.206971,6.3,Curveball
82.72984,-2.71555,-5.18425,2453.975404,7.45,Cutter
80.16136,-22.14517,-6.50713,2773.296504,6.3,Curveball
90.41992,16.82918,3.73532,2309.543593,12.3,Fastball
80.04676,-22.50852,-6.83965,2762.388656,6.3,Curveball
80.11514,-22.10056,-11.77339,2785.39516,7.0,Curveball
80.07309,-22.24241,-4.72205,2751.725343,6.15,Curveball
79.17573,-21.35737,-6.48792,2774.481399,6.3,Curveball
79.80917,-24.71265,-6.74197,2713.476413,6.3,Curveball
78.8383,-22.17076,-7.07091,2735.258093,6.3,Curveball
91.76084,21.49922,2.21173,2516.490681,12.15,Fastball
81.00004,-21.5584,-8.45016,2809.252671,6.45,Curveball
91.2145,16.4965,2.96854,2293.615202,12.15,Fastball
91.61795,24.0336,5.81721,2464.477243,12.3,Fastball
91.44339,22.28915,3.72823,2565.385785,12.15,Fastball
90.98453,17.41903,1.18933,2421.957712,12.15,Fastball
80.01063,-23.43615,-8.08969,2867.129484,6.3,Curveball
90.7458,16.46674,-15.71253,2452.619603,10.3,Fastball
89.48681,14.47646,-14.29072,2241.820354,10.3,Fastball
90.81564,13.59796,-13.09859,2358.012677,10.3,Fastball
85.94276,8.19119,3.59095,2298.152285,1.0,Cutter
90.31628,17.25206,-12.29721,2190.987313,10.45,Fastball
79.36061,5.24839,13.95261,2493.040949,2.3,Slider
90.79993,14.86879,-15.2017,2174.192721,10.3,Fastball
91.86204,18.9982,-11.55989,2323.124406,11.0,Fastball
79.4744,2.89618,11.74753,2408.502909,2.45,Slider
86.49468,6.80343,6.84575,2434.755325,1.45,Cutter
91.61427,19.94442,-10.75571,2358.992596,11.0,Fastball
90.46452,15.47918,-13.38906,2289.634864,10.3,Fastball
78.67192,1.31295,14.60442,2340.655845,3.0,Slider
92.11112,19.10202,-10.06875,2424.896187,11.0,Fastball
77.14502,-7.10414,19.47159,2584.96258,3.45,Slider
77.61793,-3.04162,15.43335,2498.499264,3.3,Slider
91.86261,19.76844,-11.83871,2426.518741,11.0,Fastball
84.32458,10.36953,-6.21107,1418.631705,10.45,ChangeUp
86.87503,9.50658,2.27051,2404.926352,12.3,Cutter
78.01602,-3.74107,12.63824,2430.926944,3.45,Slider
84.83604,6.0117,2.68638,2314.805345,1.0,Cutter
86.40119,12.40138,9.36083,2396.932254,1.15,Cutter
83.75058,10.62796,6.83244,2416.16326,1.15,Cutter
90.5078,14.44013,-14.33812,2286.787474,10.3,Fastball
76.96927,-2.01614,16.67792,2398.36831,3.3,Slider
90.91148,18.26139,-10.18843,2297.236679,11.0,Fastball
85.66087,8.2139,9.47209,2423.835777,1.45,Cutter
76.87488,-4.28532,18.19509,2465.949765,3.3,Slider
77.38688,-1.62673,13.91174,2492.235286,3.3,Slider
92.49288,15.92056,-14.79607,2290.441859,10.3,Fastball
85.67468,7.92012,8.59922,2390.341492,1.45,Cutter
76.79098,-6.87532,15.78611,2503.662635,4.0,Slider
91.6913,15.25084,-11.02489,2281.6315,10.45,Fastball
85.89012,5.99024,0.6665,2436.164061,12.15,Cutter
89.93811,14.40835,-12.73564,2274.665552,10.3,Fastball
85.69251,11.36355,6.71374,2323.645143,1.0,Cutter
86.6433,10.10406,2.76228,2435.379153,12.3,Cutter
85.61062,8.41355,1.30264,2353.137066,12.15,Cutter
91.13223,18.57556,-13.76284,2433.125378,10.45,Fastball
85.81182,8.72922,1.7385,2343.406176,12.3,Cutter
77.86963,-9.43575,17.89273,2425.258366,4.0,Slider
89.90736,16.77131,-10.12138,2293.874975,11.0,Fastball
76.69972,-0.11102,14.21768,2408.294247,3.15,Slider
90.94516,18.72907,-11.41583,2305.917226,11.0,Fastball
91.73568,15.81265,-9.25914,2234.221667,11.0,Fastball
90.36298,17.47277,-9.77516,2278.40746,11.0,Fastball
85.4087,7.48764,1.17083,2353.580618,12.15,Cutter
89.86114,17.69651,-9.06815,2296.879289,11.0,Fastball
89.4162,18.31977,-13.71205,2234.873376,10.45,Fastball
85.82345,11.58327,10.15737,2394.118062,1.3,Cutter
85.54227,8.82178,-8.65386,1451.57165,10.15,ChangeUp
79.65695,-0.33492,9.64926,2538.641834,3.3,Slider
84.51891,6.95296,6.01166,2345.149149,1.3,Cutter
91.07577,18.89005,-15.69241,2234.616195,10.3,Fastball
78.56215,-5.22756,15.77564,2482.350724,3.45,Slider
86.38456,7.08772,7.0743,2369.605451,1.45,Cutter
80.71186,2.66158,11.07985,2462.703044,2.45,Slider
91.76426,17.33182,-10.12359,2229.647442,11.0,Fastball
91.49637,17.79505,-7.24087,2381.120201,11.15,Fastball
91.09941,18.62946,-12.06438,2371.251154,10.45,Fastball
79.24442,1.80028,9.30804,2494.2293,3.0,Slider
91.68394,19.92733,-10.428,2345.949082,11.0,Fastball
91.43599,17.89111,-9.85768,2368.194404,11.0,Fastball
88.79674,17.9104,-8.68548,2064.204041,11.0,Fastball
89.36211,18.24115,-10.17138,2321.265601,11.0,Fastball
88.99102,17.31871,-11.76064,2397.634065,10.45,Fastball
89.03227,14.55891,-10.69426,2182.76627,10.45,Fastball
89.39462,14.30729,-15.01977,2343.433925,10.15,Fastball
90.35462,16.83965,-15.57017,2254.147001,10.3,Fastball
78.00748,-0.88665,11.26674,2492.941195,3.3,Slider
84.28169,9.00863,0.32311,2382.4729,12.0,Cutter
79.55117,2.0126,10.82256,2548.36286,3.0,Slider
91.07798,12.67422,-10.08591,2284.223993,10.45,Fastball
83.51758,8.16457,5.18874,2339.438428,1.15,Cutter
89.96441,16.80198,-8.38882,2328.504323,11.0,Fastball
79.21483,-0.64717,13.05827,2507.159743,3.15,Slider
91.00267,12.99552,-6.62894,2418.010903,11.0,Fastball
84.83779,11.53339,3.25477,2328.230678,12.3,Cutter
85.03956,10.453,4.9076,2320.730751,1.0,Cutter
84.91432,6.79607,5.68276,2456.979103,1.3,Cutter
86.46393,10.2252,4.92307,2423.09322,1.0,Cutter
84.37198,7.40776,5.16599,2444.732049,1.15,Cutter
87.55359,12.38587,-19.58017,2102.655314,10.0,Fastball
85.45225,11.54229,-17.22308,2018.326967,10.0,Fastball
86.7224,11.36713,-18.0543,1990.65256,10.0,Fastball
87.2095,11.92532,-18.07387,2112.104897,10.0,Fastball
87.9223,12.50611,-17.61745,2054.551156,10.0,Fastball
78.82588,4.99457,-9.59658,1096.617257,9.45,ChangeUp
87.58162,13.14501,-18.64761,2164.914604,10.0,Fastball
87.20424,12.46575,-18.9908,2176.266685,10.0,Fastball
87.02949,10.32154,-19.79296,2195.92802,9.45,Fastball
86.61193,10.29579,-19.18135,2187.572181,9.45,Fastball
86.85311,10.98906,-17.51025,2070.180245,10.0,Fastball
81.27322,3.25091,-1.02185,2058.413431,11.0,Slider
86.86912,13.85619,-16.32292,2048.170042,10.15,Fastball
86.54799,15.94123,-17.87292,2098.409371,10.15,Fastball
87.39867,17.46706,-17.02556,2023.617684,10.3,Fastball
86.46382,8.27898,-22.80962,2044.234134,9.3,Fastball
87.03754,7.52048,-16.21347,2137.885571,9.45,Fastball
86.93765,9.61544,-20.31914,2085.742458,9.45,Fastball
86.53915,8.54095,-18.93513,2093.649284,9.45,Fastball
85.13976,11.12257,-21.56828,2077.983692,9.45,Fastball
85.31065,9.94343,-21.47084,2087.466623,9.45,Fastball
85.72841,9.23075,-22.26706,2037.818172,9.45,Fastball
85.50546,13.62713,-16.0154,2078.989194,10.15,Fastball
86.33605,10.57186,-20.65265,2094.486205,9.45,Fastball
86.70509,14.56887,-16.42891,2087.96497,10.15,Fastball
86.83372,13.78851,-15.83654,2103.287361,10.15,Fastball
87.58942,6.40894,-17.13166,2087.690259,9.3,Fastball
85.63383,15.77458,-18.88399,2097.480672,10.15,Fastball
86.53248,13.81721,-20.55859,2127.95632,10.0,Fastball
85.68896,12.30233,-24.07801,2071.551408,9.45,Fastball
86.30386,13.34646,-19.42875,2151.457367,10.0,Fastball
87.4299,9.82008,-19.30871,2099.093951,9.45,Fastball
81.78947,3.84492,-0.31547,2145.120015,11.45,Slider
87.49025,16.11658,-17.01611,2164.983183,10.15,Fastball
82.02243,2.70008,0.88173,2174.39181,1.15,Slider
87.45799,13.1604,-17.29887,2024.204539,10.15,Fastball
86.83359,7.62245,-22.73135,2079.045347,9.3,Fastball
87.60281,9.97363,-18.39233,2084.355375,9.45,Fastball
89.01501,15.96615,4.33693,1870.206162,12.3,Fastball
89.70616,19.87225,-2.15961,1766.468015,11.45,Fastball
79.6948,-0.82264,-5.87138,2155.498495,8.15,Cutter
89.34751,21.73324,-1.69791,1822.694669,11.45,Fastball
90.33271,9.86745,10.6065,1836.861751,1.45,Fastball
90.91011,13.79824,13.1917,1798.770764,1.3,Fastball
90.04408,16.5845,4.69914,1802.737808,12.3,Fastball
88.83651,12.33587,9.77863,1728.704305,1.15,Fastball
88.72896,15.89713,9.31233,1817.501011,1.0,Fastball
89.30802,17.30095,0.0335,1846.834725,12.0,Fastball
89.98861,15.83339,5.39268,1904.930621,12.45,Fastball
